"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.393049537E1,3.033129275E-1,-1.362514734E0,-1.800441742E-2
2.393531928E1,2.746030688E-1,-1.328222752E0,-1.529693604E-3
2.394014323E1,2.816558182E-1,-1.327434063E0,-4.179954529E-3
2.394496719E1,2.887257338E-1,-1.326679826E0,7.432937622E-3
2.394979110E1,2.484936714E-1,-1.316548109E0,2.347946167E-3
2.395461506E1,2.610716820E-1,-1.332673788E0,-1.217269897E-2
2.395943902E1,3.138960004E-1,-1.336782813E0,-1.233386993E-2
2.396426292E1,2.952821255E-1,-1.345609426E0,-6.198883057E-4
2.396908688E1,2.841290832E-1,-1.316434503E0,-7.976531982E-3
2.397391084E1,2.993232310E-1,-1.344468832E0,-2.238368988E-2
2.397873474E1,3.048848212E-1,-1.339038491E0,-1.294136047E-2
2.398355870E1,2.868018746E-1,-1.343136907E0,-1.543617249E-2
2.398838266E1,2.737442851E-1,-1.330554485E0,-1.790142059E-2
2.399320657E1,2.655541003E-1,-1.313331127E0,-2.034759521E-2
2.399803052E1,2.622754276E-1,-1.329506874E0,-2.514076233E-2
2.400285443E1,2.731858492E-1,-1.319419384E0,-8.543014526E-3
2.400767839E1,2.674345970E-1,-1.314074636E0,-1.580810547E-2
2.401250235E1,2.688336968E-1,-1.304004073E0,-2.301311493E-2
2.401732625E1,2.725457549E-1,-1.315344214E0,-3.490734100E-2
2.402215021E1,2.642589211E-1,-1.328901052E0,-4.670715332E-2
2.402697417E1,2.632368803E-1,-1.320875168E0,-4.653835297E-2
2.403179808E1,2.667853236E-1,-1.308170199E0,-4.638195038E-2
2.403662204E1,2.844404578E-1,-1.326293588E0,-2.962112427E-2
2.404144594E1,2.782427073E-1,-1.318096876E0,-3.197956085E-2
2.404626990E1,2.719753385E-1,-1.307588696E0,-4.619216919E-2
2.405109386E1,2.657807469E-1,-1.332575679E0,-3.655052185E-2
2.405591776E1,2.549524903E-1,-1.328787923E0,-3.885078430E-2
2.406074172E1,2.845863998E-1,-1.324855208E0,-6.485557556E-2
2.406556568E1,2.783847153E-1,-1.304304123E0,-5.979537964E-2
2.407038959E1,2.770124972E-1,-1.321825504E0,-5.240154266E-2
2.407521355E1,2.804351747E-1,-1.310604930E0,-5.455780029E-2
2.408003750E1,2.910735011E-1,-1.306506515E0,-5.431365967E-2
2.408486141E1,3.017182052E-1,-1.309495687E0,-4.694843292E-2
2.408968537E1,3.004803360E-1,-1.293357253E0,-3.726673126E-2
2.409450928E1,2.803089023E-1,-1.284379244E0,-3.952503204E-2
2.409933323E1,2.699553967E-1,-1.280170679E0,-2.752113342E-2
2.410415719E1,2.788279057E-1,-1.290185928E0,-2.747154236E-2
2.410898110E1,3.067106903E-1,-1.297696114E0,-3.453540802E-2
2.411380506E1,2.777464390E-1,-1.283766866E0,-5.338764191E-2
2.411862902E1,2.918092012E-1,-1.307854652E0,-2.936458588E-2
2.412345292E1,3.058908582E-1,-1.272409201E0,-3.875732422E-2
2.412827688E1,2.821331024E-1,-1.253859282E0,-2.907562256E-2
2.413310084E1,2.659628987E-1,-1.287788391E0,-3.370189667E-2
2.413792474E1,2.830765247E-1,-1.316524148E0,-4.303741455E-2
2.414274870E1,2.787169814E-1,-1.325984955E0,-3.568363190E-2
2.414757261E1,2.624397874E-1,-1.351950884E0,-3.076934814E-2
2.415239657E1,2.935010791E-1,-1.308893681E0,-1.167678833E-2
2.415722053E1,2.908760309E-1,-1.266246080E0,1.230239868E-4
2.416204443E1,2.596402764E-1,-1.304563165E0,-3.564071655E-2
2.416686839E1,2.806885242E-1,-1.314163446E0,-2.603626251E-2
2.417169235E1,2.728496492E-1,-1.321320772E0,-7.037162781E-3
2.417651625E1,2.530620098E-1,-1.302352309E0,-4.818916321E-3
2.418134021E1,2.879201174E-1,-1.276461482E0,-2.546310425E-4
2.418616417E1,2.796725631E-1,-1.262765169E0,-9.976387024E-3
2.419098808E1,2.856838107E-1,-1.329804897E0,-3.148555756E-2
2.419581204E1,2.868324518E-1,-1.301450491E0,-2.434825897E-2
2.420063594E1,2.904768884E-1,-1.280450344E0,-1.726436615E-2
2.420545990E1,2.823224068E-1,-1.283438087E0,-1.735973358E-2
2.421028386E1,2.459727824E-1,-1.231945515E0,-3.209114075E-3
2.421510777E1,2.980093956E-1,-1.228505254E0,3.713607788E-3
2.421993172E1,2.716163993E-1,-1.258356571E0,-1.550865173E-2
2.422475568E1,2.767497301E-1,-1.280868053E0,-3.692150116E-2
2.422957959E1,2.845029831E-1,-1.300797105E0,-2.966403961E-2
2.423440355E1,3.066354990E-1,-1.320540667E0,-3.906726837E-2
2.423922750E1,3.048946857E-1,-1.318717122E0,-3.889656067E-2
2.424405141E1,2.960915864E-1,-1.307344794E0,-5.296325684E-2
2.424887532E1,2.874885798E-1,-1.303261161E0,-2.656841278E-2
2.425369928E1,2.789350748E-1,-1.303974748E0,-2.412605286E-2
2.425852323E1,2.870393395E-1,-1.288118005E0,-2.408218384E-2
2.426334719E1,2.808433771E-1,-1.274757028E0,-2.641201019E-2
2.426817105E1,2.674955130E-1,-1.278166771E0,-2.161121368E-2
2.427299506E1,2.662107348E-1,-1.288658619E0,-2.633762360E-2
2.427781902E1,2.815176249E-1,-1.270576715E0,-2.390670776E-2
2.428264292E1,2.706230879E-1,-1.283569574E0,-3.336334229E-2
2.428746688E1,2.693112493E-1,-1.241870522E0,-2.850532532E-2
2.429229084E1,2.634006739E-1,-1.205345511E0,-1.656627655E-2
2.429711474E1,2.858825326E-1,-1.278186440E0,-4.506778717E-2
2.430193870E1,2.749574482E-1,-1.357470989E0,-5.672168732E-2
2.430676266E1,2.947872877E-1,-1.310266018E0,-3.506660461E-2
2.431158657E1,2.857530117E-1,-1.256342292E0,-2.547264099E-2
2.431641053E1,2.696148157E-1,-1.257450700E0,-2.308177948E-2
2.432123448E1,2.605550289E-1,-1.277513027E0,-3.495693207E-2
2.432605839E1,2.776447833E-1,-1.247612715E0,-4.673671722E-2
2.433088235E1,2.922735214E-1,-1.258276701E0,-2.519607544E-2
2.433570625E1,2.949712873E-1,-1.271226406E0,-4.179859161E-2
2.434053021E1,2.716605067E-1,-1.281698704E0,-3.927421570E-2
2.434535417E1,2.771365047E-1,-1.265935063E0,-3.201866150E-2
2.435017808E1,2.731344700E-1,-1.257405519E0,-4.380321503E-2
2.435500204E1,2.764886618E-1,-1.244221687E0,-4.598808289E-2
2.435982599E1,2.869857550E-1,-1.247774243E0,-4.340839386E-2
2.436465000E1,2.786409855E-1,-1.246513963E0,-3.846263885E-2
2.436947386E1,2.918373346E-1,-1.228625536E0,-5.016136169E-2
2.437429776E1,2.789565325E-1,-1.256019950E0,-4.751873016E-2
2.437912172E1,2.877101600E-1,-1.252340555E0,-3.065204620E-2
2.438394568E1,2.871309519E-1,-1.243955612E0,-2.815151215E-2
2.438876959E1,2.890128493E-1,-1.254576564E0,-4.464721680E-2
2.439359355E1,3.026546836E-1,-1.272176623E0,-3.728008270E-2
2.439841750E1,2.757889330E-1,-1.258932352E0,-2.523899078E-2
2.440324141E1,2.871417403E-1,-1.248213887E0,-2.279090881E-2
2.440806537E1,2.675491273E-1,-1.247028589E0,-2.747917175E-2
2.441288933E1,2.623790801E-1,-1.243518114E0,-1.314640045E-2
2.441771323E1,2.714269161E-1,-1.254288912E0,-2.741241455E-2
2.442253719E1,2.732156515E-1,-1.257827044E0,-4.393577576E-2
2.442736115E1,2.749597430E-1,-1.263777852E0,-3.185176849E-2
2.443218506E1,2.553866506E-1,-1.253046274E0,-1.986408234E-2
2.443700902E1,2.572135925E-1,-1.247280121E0,-3.646564484E-2
2.444183297E1,2.612444162E-1,-1.198886991E0,-2.683734894E-2
2.444665688E1,2.486089766E-1,-1.233917952E0,-2.440834045E-2
2.445148084E1,2.858424783E-1,-1.273530006E0,-2.438068390E-2
2.445630480E1,2.728706002E-1,-1.217982411E0,-1.961708069E-2
2.446112870E1,2.765953839E-1,-1.236511827E0,-7.776260376E-3
2.446595266E1,2.802408040E-1,-1.226494551E0,-1.027774811E-2
2.447077657E1,2.792034149E-1,-1.245118737E0,-1.750469208E-2
2.447560047E1,2.474223971E-1,-1.242288947E0,-8.056640625E-3
2.448042448E1,2.753517628E-1,-1.256160736E0,-2.478313446E-2
2.448524839E1,2.814384699E-1,-1.260423660E0,-1.291179657E-2
2.449007235E1,2.615817487E-1,-1.217334628E0,-1.774406433E-2
2.449489631E1,2.729383111E-1,-1.200773835E0,-2.252483368E-2
2.449972021E1,2.889946401E-1,-1.231902480E0,-4.150199890E-2
2.450454417E1,2.764684558E-1,-1.258032680E0,-2.472496033E-2
2.450936813E1,2.736275196E-1,-1.229409456E0,-1.283168793E-2
2.451419204E1,2.756060362E-1,-1.239057064E0,-2.239036560E-2
2.451901599E1,2.751631141E-1,-1.251128793E0,-2.475643158E-2
2.452383995E1,2.651107907E-1,-1.225113630E0,-1.999187469E-2
2.452866386E1,2.693144083E-1,-1.220713615E0,-2.001762390E-2
2.453348782E1,2.616021037E-1,-1.237853408E0,-1.767635345E-2
2.453831172E1,2.753004730E-1,-1.228790522E0,-3.908348083E-2
2.454313568E1,2.626239657E-1,-1.219749093E0,-2.947139740E-2
2.454795964E1,2.524116933E-1,-1.210905313E0,-3.181076050E-2
2.455278355E1,2.635908723E-1,-1.237762213E0,-2.701377869E-2
2.455760750E1,2.604261339E-1,-1.243044853E0,-5.645751953E-3
2.456243146E1,2.690812349E-1,-1.234109163E0,-2.480030060E-2
2.456725537E1,2.562873960E-1,-1.227644324E0,-2.718734741E-2
2.457207933E1,2.673124373E-1,-1.237879038E0,-2.243709564E-2
2.457690329E1,2.545261383E-1,-1.198282957E0,-4.145812988E-2
2.458172719E1,2.821889520E-1,-1.201675773E0,-3.184032440E-2
2.458655115E1,2.858948708E-1,-1.209810734E0,-1.992797852E-2
2.459137506E1,2.777408957E-1,-1.224938273E0,-2.709388733E-2
2.459619902E1,2.958530486E-1,-1.225762486E0,-3.656673431E-2
2.460102297E1,2.806867957E-1,-1.221860170E0,-2.934360504E-2
2.460584693E1,2.751737833E-1,-1.210875392E0,-2.929496765E-2
2.461067084E1,2.768567502E-1,-1.228400469E0,-3.873348236E-2
2.461549480E1,2.880285978E-1,-1.238670349E0,-3.859901428E-2
2.462031870E1,2.729568481E-1,-1.206084013E0,-2.897453308E-2
2.462514266E1,2.579888999E-1,-1.204623580E0,-2.417469025E-2
2.462996662E1,2.620481253E-1,-1.217479229E0,-2.179622650E-2
2.463479063E1,2.755141854E-1,-1.211191177E0,-3.604507446E-2
2.463961448E1,2.603111267E-1,-1.228651404E0,-2.645015717E-2
2.464443844E1,2.641730309E-1,-1.226988912E0,-2.168178558E-2
2.464926235E1,2.750723362E-1,-1.215875387E0,-3.119564056E-2
2.465408631E1,2.645896077E-1,-1.200135231E0,-3.350543976E-2
2.465891027E1,2.754102349E-1,-1.191704154E0,-2.394104004E-2
2.466373417E1,2.813659310E-1,-1.214154720E0,-2.869319916E-2
2.466855813E1,2.801609039E-1,-1.208027840E0,-9.679794312E-3
2.467338209E1,2.765360475E-1,-1.206775784E0,-5.065917969E-3
2.467820599E1,2.848350406E-1,-1.198437691E0,-9.979248047E-3
2.468302995E1,2.765094638E-1,-1.202082276E0,-7.730484009E-3
2.468785386E1,2.778304815E-1,-1.205723286E0,-1.023769379E-2
2.469267782E1,2.861718535E-1,-1.204615355E0,-1.510334015E-2
2.469750178E1,2.565024793E-1,-1.215430260E0,-3.179168701E-2
2.470232568E1,2.579837441E-1,-1.214319468E0,-1.986026764E-2
2.470714964E1,2.927554250E-1,-1.215676665E0,-3.412628174E-2
2.471197360E1,2.844337225E-1,-1.217015743E0,-2.217578888E-2
2.471679750E1,2.547959089E-1,-1.211165905E0,-1.506805420E-2
2.472162146E1,2.775756121E-1,-1.191213965E0,-1.514148712E-2
2.472644542E1,2.787133157E-1,-1.228429198E0,-2.708625793E-2
2.473126933E1,2.820353508E-1,-1.229785442E0,-1.995944977E-2
2.473609329E1,2.709437013E-1,-1.188462734E0,-1.527500153E-2
2.474091719E1,2.763677239E-1,-1.166567326E0,-1.153945923E-3
2.474574115E1,2.650897503E-1,-1.187519789E0,-2.036952972E-2
2.475056511E1,2.750723362E-1,-1.201184750E0,-1.808166504E-2
2.475538902E1,2.634881735E-1,-1.193440914E0,-2.293777466E-2
2.476021297E1,2.707696557E-1,-1.188318014E0,-1.353740692E-2
2.476503693E1,2.731335163E-1,-1.202267408E0,-6.595611572E-3
2.476986084E1,2.753473520E-1,-1.197117329E0,-2.107334137E-2
2.477468480E1,2.703749239E-1,-1.192056894E0,-9.332656860E-3
2.477950875E1,2.678825855E-1,-1.177656889E0,-1.666927338E-2
2.478433266E1,2.558925152E-1,-1.203678727E0,-2.631378174E-2
2.478915662E1,2.583062649E-1,-1.205868244E0,-9.774208069E-3
2.479398058E1,2.702549398E-1,-1.198602796E0,-5.232810974E-3
2.479880448E1,2.679577172E-1,-1.205691218E0,-5.465507507E-3
2.480362844E1,2.632539868E-1,-1.196110487E0,-1.993465424E-2
2.480845240E1,2.658551335E-1,-1.191325188E0,-4.376029968E-2
2.481327631E1,2.590027452E-1,-1.191355944E0,-2.941608429E-2
2.481810026E1,2.854846418E-1,-1.186698437E0,-1.993083954E-2
2.482292422E1,2.644338012E-1,-1.189203262E0,-2.237510681E-2
2.482774813E1,2.696891129E-1,-1.222484231E0,-4.140377045E-2
2.483257209E1,2.677308917E-1,-1.205632567E0,-2.468013763E-2
2.483739605E1,2.681394815E-1,-1.193676353E0,-1.995754242E-2
2.484221995E1,2.446715534E-1,-1.177073598E0,-2.952098846E-2
2.484704391E1,2.569063902E-1,-1.167677283E0,-2.476787567E-2
2.485186787E1,2.570309043E-1,-1.203448653E0,-2.955341339E-2
2.485669178E1,2.571006417E-1,-1.198607445E0,-2.243423462E-2
2.486151573E1,2.617736459E-1,-1.200948358E0,-2.962207794E-2
2.486633969E1,2.544890046E-1,-1.191309214E0,-4.386520386E-2
2.487116360E1,2.612512112E-1,-1.203018904E0,-3.664684296E-2
2.487598750E1,2.653890848E-1,-1.171870351E0,-2.949810028E-2
2.488081146E1,2.692090273E-1,-1.174213409E0,-2.954578400E-2
2.488563542E1,2.704544961E-1,-1.193059444E0,-2.722549438E-2
2.489045938E1,2.597770095E-1,-1.159514785E0,-2.729797363E-2
2.489528329E1,2.561661601E-1,-1.197374701E0,-3.449440002E-2
2.490010724E1,2.643199265E-1,-1.196895838E0,-1.553440094E-2
2.490493120E1,2.579791546E-1,-1.172652245E0,-2.521610260E-2
2.490975511E1,2.777455449E-1,-1.186508536E0,-3.956127167E-2
2.491457907E1,2.783791721E-1,-1.169389367E0,-2.293586731E-2
2.491940302E1,2.979724705E-1,-1.159457445E0,-2.780246735E-2
2.492422693E1,2.865664363E-1,-1.194645762E0,-3.262424469E-2
2.492905089E1,2.681849599E-1,-1.179725647E0,-3.265476227E-2
2.493387485E1,2.737305164E-1,-1.169578314E0,-3.267765045E-2
2.493869875E1,2.627223730E-1,-1.173742294E0,-3.506469727E-2
2.494352266E1,2.684881091E-1,-1.163533568E0,-4.691219330E-2
2.494834657E1,2.885213792E-1,-1.186572790E0,-3.017807007E-2
2.495317058E1,2.777093649E-1,-1.166676879E0,-2.780532837E-2
2.495799454E1,2.764391303E-1,-1.165951967E0,-3.494739532E-2
2.496281844E1,2.704546452E-1,-1.191217899E0,-4.202270508E-2
2.496764240E1,2.668915987E-1,-1.168727636E0,-2.530574799E-2
2.497246636E1,2.610105574E-1,-1.184391975E0,-2.533626556E-2
2.497729026E1,2.668957114E-1,-1.173850298E0,-3.486633301E-2
2.498211422E1,2.442540526E-1,-1.163277149E0,-2.770137787E-2
2.498693818E1,2.525879443E-1,-1.164598465E0,-2.534484863E-2
2.499176209E1,2.537042797E-1,-1.144494176E0,-3.249835968E-2
2.499658605E1,2.570648789E-1,-1.164834380E0,-3.959751129E-2
2.500141000E1,2.531935871E-1,-1.154121041E0,-3.002929688E-2
2.500623391E1,2.516995370E-1,-1.164788842E0,-2.765846252E-2
2.501105787E1,2.690891623E-1,-1.151660562E0,-2.294254303E-2
2.501588183E1,2.530574799E-1,-1.167017102E0,-2.775669098E-2
2.502070573E1,2.631526589E-1,-1.156046033E0,-2.778911591E-2
2.502552969E1,2.493814826E-1,-1.149862528E0,-2.307701111E-2
2.503035365E1,2.380464375E-1,-1.172191381E0,-2.077960968E-2
2.503517756E1,2.528017759E-1,-1.149174690E0,-3.748703003E-2
2.504000152E1,2.650119960E-1,-1.140540361E0,-3.744697571E-2
2.504482547E1,2.582026422E-1,-1.129525900E0,-4.451847076E-2
2.504964938E1,2.703258395E-1,-1.142314911E0,-4.679203033E-2
2.505447334E1,2.634037733E-1,-1.150169849E0,-3.480148315E-2
2.505929730E1,2.707015872E-1,-1.146128297E0,-3.240680695E-2
2.506412120E1,2.708608508E-1,-1.142008662E0,-1.816463470E-2
2.506894511E1,2.686013579E-1,-1.161598921E0,-3.251457214E-2
2.507376907E1,2.474253476E-1,-1.164364457E0,-4.674148560E-2
2.507859302E1,2.739022672E-1,-1.164624333E0,-3.236865997E-2
2.508341698E1,2.432904541E-1,-1.167264104E0,-2.048492432E-2
2.508824094E1,2.604447603E-1,-1.165096641E0,-1.106643677E-2
2.509306485E1,2.608665228E-1,-1.155864239E0,-1.596546173E-2
2.509788881E1,2.470397949E-1,-1.151380301E0,-3.031253815E-2
2.510271271E1,2.428696752E-1,-1.151664019E0,-2.318000793E-2
2.510753667E1,2.791227698E-1,-1.156676054E0,-2.559471130E-2
2.511236063E1,2.747304440E-1,-1.154454112E0,-2.798748016E-2
2.511718454E1,2.513564229E-1,-1.159346461E0,-2.324390411E-2
2.512200849E1,2.827507555E-1,-1.157037139E0,-1.142024994E-2
2.512683245E1,2.545871437E-1,-1.138115883E0,3.070831299E-4
2.513165636E1,2.599024177E-1,-1.145382762E0,-3.077220917E-2
2.513648032E1,2.604247332E-1,-1.159752011E0,-2.599906921E-2
2.514130428E1,2.751497030E-1,-1.150227547E0,-2.126884460E-2
2.514612818E1,2.566161752E-1,-1.145480871E0,-3.317928314E-2
2.515095214E1,2.548450232E-1,-1.159683466E0,-1.888847351E-2
2.515577610E1,2.672712803E-1,-1.145251751E0,-4.718780518E-3
2.516060000E1,2.605260015E-1,-1.168892026E0,-2.389144897E-2
2.516542396E1,2.514675856E-1,-1.144856453E0,-2.629566193E-2
2.517024792E1,2.543526292E-1,-1.147083163E0,-1.444053650E-2
2.517507183E1,2.571868300E-1,-1.154049158E0,-1.929759979E-2
2.517989579E1,2.742078304E-1,-1.146670103E0,-2.648639679E-2
2.518471974E1,2.531253695E-1,-1.141647816E0,-9.883880615E-3
2.518954365E1,2.701029778E-1,-1.117639422E0,-1.240825653E-2
2.519436761E1,2.751329243E-1,-1.131775379E0,-2.202606201E-2
2.519919157E1,2.491906881E-1,-1.133877873E0,-1.495647430E-2
2.520401547E1,2.519445717E-1,-1.150152445E0,-1.743698120E-2
2.520883943E1,2.594028115E-1,-1.156724572E0,-2.701377869E-2
2.521366339E1,2.549188733E-1,-1.153761625E0,-4.125976562E-2
2.521848730E1,2.385042310E-1,-1.150655746E0,-3.640556335E-2
2.522331125E1,2.697568536E-1,-1.128604412E0,-2.446937561E-2
2.522813521E1,2.770299613E-1,-1.120979667E0,-3.398990631E-2
2.523295912E1,2.486571074E-1,-1.122794986E0,-3.630924225E-2
2.523778308E1,2.608437836E-1,-1.117460489E0,-3.386402130E-2
2.524260698E1,2.705668211E-1,-1.112148523E0,-3.855705261E-2
2.524743094E1,2.588348389E-1,-1.132901192E0,-4.795742035E-2
2.525225490E1,2.614258528E-1,-1.132104874E0,-3.354835510E-2
2.525707881E1,2.545781136E-1,-1.109879613E0,-3.349304199E-2
2.526190277E1,2.596666515E-1,-1.111462593E0,-2.394390106E-2
2.526672672E1,2.482068539E-1,-1.141460657E0,-2.633285522E-2
2.527155063E1,2.724571824E-1,-1.107122421E0,-1.920986176E-2
2.527637459E1,2.704805136E-1,-1.099098563E0,-4.535961151E-2
2.528119849E1,2.685964108E-1,-1.112453699E0,-2.857494354E-2
2.528602245E1,2.644332051E-1,-1.142233610E0,-2.853584290E-2
2.529084641E1,2.628211379E-1,-1.107657194E0,-4.272747040E-2
2.529567037E1,2.495543957E-1,-1.097003698E0,-3.305816650E-2
2.530049428E1,2.649834752E-1,-1.126751065E0,-3.770160675E-2
2.530531823E1,2.779971659E-1,-1.141922712E0,-4.467296600E-2
2.531014219E1,2.789280117E-1,-1.133178711E0,-2.548885345E-2
2.531496610E1,2.727381885E-1,-1.133878708E0,-2.781963348E-2
2.531979006E1,2.761568129E-1,-1.132197380E0,-2.775573730E-2
2.532461402E1,2.652579546E-1,-1.113856196E0,-2.769565582E-2
2.532943792E1,2.498549223E-1,-1.102641582E0,-2.050590515E-2
2.533426188E1,2.677476704E-1,-1.124742270E0,-2.999210358E-2
2.533908584E1,2.712936699E-1,-1.125245333E0,-2.515697479E-2
2.534390974E1,2.630435526E-1,-1.116194487E0,-2.747726440E-2
2.534873370E1,2.525588274E-1,-1.133267999E0,-2.028369904E-2
2.535355766E1,2.635605931E-1,-1.114552975E0,-2.975559235E-2
2.535838167E1,2.814855576E-1,-1.107832193E0,-4.152965546E-2
2.536320552E1,2.590489388E-1,-1.124837041E0,-3.421592712E-2
2.536802948E1,2.699221671E-1,-1.120324135E0,-2.933979034E-2
2.537285339E1,2.378643751E-1,-1.141922355E0,-3.400611877E-2
2.537767735E1,2.487522960E-1,-1.115807056E0,-2.202320099E-2
2.538250131E1,2.523301244E-1,-1.104202986E0,-1.489639282E-2
2.538732521E1,2.558643818E-1,-1.113965392E0,-7.826805115E-3
2.539214917E1,2.309398949E-1,-1.104661107E0,-1.979923248E-2
2.539697313E1,2.465195656E-1,-1.104958534E0,-2.455806732E-2
2.540179704E1,2.572109997E-1,-1.126553297E0,-3.164958954E-2
2.540662099E1,2.488791347E-1,-1.117148519E0,-1.970005035E-2
2.541144495E1,2.573028505E-1,-1.122091055E0,-4.344177246E-2
2.541626886E1,2.679907680E-1,-1.105581164E0,-2.664756775E-2
2.542109282E1,2.453848124E-1,-1.108159781E0,-2.185821533E-2
2.542591678E1,2.585775852E-1,-1.117838264E0,-2.660179138E-2
2.543074068E1,2.645902634E-1,-1.122721910E0,-2.418804169E-2
2.543556464E1,2.516171634E-1,-1.110896587E0,-2.653503418E-2
2.544038860E1,2.602158189E-1,-1.113416672E0,-1.699733734E-2
2.544521250E1,2.593269348E-1,-1.115862250E0,-2.414417267E-2
2.545003646E1,2.822228074E-1,-1.111204863E0,-3.123283386E-2
2.545486042E1,2.576918006E-1,-1.106564760E0,-2.638721466E-2
2.545968433E1,2.714348733E-1,-1.090111375E0,-3.106975555E-2
2.546450829E1,2.711012661E-1,-1.083332419E0,-3.333091736E-2
2.546933224E1,2.708413303E-1,-1.104988933E0,-3.319454193E-2
2.547415615E1,2.848676443E-1,-1.105070710E0,-4.254817963E-2
2.547898011E1,2.538581491E-1,-1.121756673E0,-2.096939087E-2
2.548380402E1,2.351099849E-1,-1.124097347E0,-2.092266083E-2
2.548862797E1,2.641710043E-1,-1.114444733E0,-3.984737396E-2
2.549345193E1,2.551622987E-1,-1.109595776E0,-2.775859833E-2
2.549827589E1,2.581751347E-1,-1.097681761E0,-2.288913727E-2
2.550309980E1,2.471472919E-1,-1.085879683E0,-1.567649841E-2
2.550792375E1,2.601289749E-1,-1.067016125E0,-2.749919891E-2
2.551274766E1,2.730469406E-1,-1.102907181E0,-3.922080994E-2
2.551757162E1,2.597471476E-1,-1.140802026E0,-5.558967590E-2
2.552239558E1,2.632005811E-1,-1.095266581E0,-5.046558380E-2
2.552721948E1,2.713363171E-1,-1.092756033E0,-3.351879120E-2
2.553204344E1,2.460048199E-1,-1.104548335E0,-2.147293091E-2
2.553686740E1,2.682789564E-1,-1.087726355E0,-1.664829254E-2
2.554169131E1,2.355831265E-1,-1.094931483E0,-1.188278198E-2
2.554651526E1,2.480905056E-1,-1.090165377E0,-7.164955139E-3
2.555133922E1,2.486214340E-1,-1.116296649E0,-9.606361389E-3
2.555616318E1,2.206100523E-1,-1.090013027E0,-9.659767151E-3
2.556098709E1,2.355646491E-1,-1.106673837E0,-1.683330536E-2
2.556581105E1,2.552513182E-1,-1.087645531E0,-2.394199371E-2
2.557063495E1,2.747305632E-1,-1.066406727E0,-3.099727631E-2
2.557545891E1,2.655282617E-1,-1.083284855E0,-2.850437164E-2
2.558028287E1,2.279214561E-1,-1.073931336E0,-9.423255920E-3
2.558510678E1,2.499923110E-1,-1.081391573E0,-1.186275482E-2
2.558993073E1,2.577442825E-1,-1.086487412E0,-1.190662384E-2
2.559475469E1,2.537238598E-1,-1.055956841E0,-2.143383026E-2
2.559957860E1,2.521749139E-1,-1.077927232E0,-2.851104736E-2
2.560440256E1,2.650911510E-1,-1.095017910E0,-1.891040802E-2
2.560922646E1,2.543833256E-1,-1.095372796E0,-2.124500275E-2
2.561405042E1,2.675934732E-1,-1.081543088E0,-1.881217957E-2
2.561887438E1,2.666656077E-1,-1.112937927E0,-1.164531708E-2
2.562369829E1,2.563235760E-1,-1.094326019E0,-2.826595306E-2
2.562852224E1,2.580584884E-1,-1.109125733E0,-2.033233643E-3
2.563334620E1,2.552484870E-1,-1.083562016E0,-1.397895813E-2
2.563817016E1,2.573252916E-1,-1.093843699E0,-1.395511627E-2
2.564299407E1,2.593889832E-1,-1.087471366E0,-1.393318176E-2
2.564781803E1,2.567766905E-1,-1.093143702E0,-1.865768433E-2
2.565264198E1,2.661373615E-1,-1.094096303E0,-1.147937775E-2
2.565746589E1,2.683306932E-1,-1.080820441E0,-1.859474182E-2
2.566228985E1,2.444280982E-1,-1.081935167E0,-1.853466034E-2
2.566711381E1,2.514830828E-1,-1.078403831E0,-6.621360779E-3
2.567193771E1,2.489225864E-1,-1.074917555E0,-2.328300476E-2
2.567676167E1,2.605539262E-1,-1.097692728E0,5.216598511E-4
2.568158563E1,2.505232692E-1,-1.094186306E0,-4.358291626E-3
2.568640954E1,2.405962944E-1,-1.083715200E0,2.889633179E-4
2.569123349E1,2.353416681E-1,-1.071027875E0,-1.172351837E-2
2.569605745E1,2.348021269E-1,-1.065630913E0,-2.601718903E-2
2.570088136E1,2.508291602E-1,-1.074609756E0,-9.349822998E-3
2.570570532E1,2.690788507E-1,-1.097786665E0,-1.417922974E-2
2.571052928E1,2.492217422E-1,-1.063906193E0,-7.107734680E-3
2.571535318E1,2.485185266E-1,-1.058932543E0,-2.145671844E-2
2.572017714E1,2.596555054E-1,-1.065836191E0,-2.382183075E-2
2.572500110E1,2.636457086E-1,-1.072718143E0,-1.667308807E-2
2.572982500E1,2.605709732E-1,-1.082001805E0,-1.432895660E-2
2.573464896E1,2.481218874E-1,-1.074722052E0,-2.386760712E-2
2.573947292E1,2.618749142E-1,-1.088864446E0,-3.095436096E-2
2.574429683E1,2.780048847E-1,-1.062558413E0,-2.848339081E-2
2.574912079E1,2.679528892E-1,-1.067412615E0,-2.305030823E-3
2.575394474E1,2.674744129E-1,-1.069865108E0,-2.379894257E-2
2.575876865E1,2.552747726E-1,-1.077168345E0,-1.426506042E-2
2.576359261E1,2.526912093E-1,-1.072618365E0,-2.616691589E-2
2.576841657E1,2.691612840E-1,-1.072808027E0,-2.847194672E-2
2.577324047E1,2.688760757E-1,-1.068261266E0,-2.363872528E-2
2.577806443E1,2.449746132E-1,-1.061396837E0,-3.307819366E-2
2.578288839E1,2.545983195E-1,-1.087888002E0,-3.056907654E-2
2.578771230E1,2.569584250E-1,-1.076123476E0,-3.045368195E-2
2.579253625E1,2.545187473E-1,-1.066849232E0,-2.559280396E-2
