"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
9.722061500E-1,1.107192412E-1,1.451414704E0,1.189017773E1
9.746181290E-1,6.551524997E-2,1.446527839E0,1.188895607E1
9.770301090E-1,2.153298259E-2,1.430645347E0,1.188773441E1
9.794420880E-1,-2.611446939E-2,1.398880363E0,1.188773441E1
9.818540150E-1,-7.131846249E-2,1.340237379E0,1.188406849E1
9.842659940E-1,-1.140789986E-1,1.263268352E0,1.188040352E1
9.866779730E-1,-1.543960720E-1,1.174082160E0,1.187673855E1
9.890899000E-1,-1.934914142E-1,1.071456790E0,1.187429523E1
9.915018790E-1,-2.313650399E-1,9.566142559E-1,1.187063026E1
9.939138590E-1,-2.655734718E-1,8.283326626E-1,1.186696434E1
9.963257860E-1,-2.985601723E-1,6.939423680E-1,1.186329937E1
9.987377650E-1,-3.254382014E-1,5.546652079E-1,1.185841274E1
1.001149744E0,-3.498727977E-1,4.068359435E-1,1.185352516E1
1.003561723E0,-3.718639314E-1,2.516762912E-1,1.184986019E1
1.005973650E0,-3.877464235E-1,8.918625861E-2,1.184741688E1
1.008385629E0,-3.987419903E-1,-7.208204269E-2,1.184253025E1
1.010797609E0,-4.036289155E-1,-2.357937992E-1,1.184008694E1
1.013209536E0,-4.036289155E-1,-3.946186602E-1,1.183764267E1
1.015621515E0,-3.987419903E-1,-5.461131334E-1,1.183519936E1
1.018033494E0,-3.877464235E-1,-6.927206516E-1,1.183397770E1
1.020445421E0,-3.718639314E-1,-8.295543790E-1,1.183519936E1
1.022857400E0,-3.486510813E-1,-9.566142559E-1,1.183642101E1
1.025269379E0,-3.229947388E-1,-1.081230640E0,1.183886528E1
1.027681359E0,-2.912297845E-1,-1.200960159E0,1.184008694E1
1.030093286E0,-2.570213675E-1,-1.313359261E0,1.184130859E1
1.032505265E0,-2.215912044E-1,-1.418428063E0,1.184375191E1
1.034917244E0,-1.788306683E-1,-1.518609881E0,1.184619522E1
1.037329223E0,-1.348484010E-1,-1.615126491E0,1.185108185E1
1.039741150E0,-8.842267841E-2,-1.705534458E0,1.185230350E1
1.042153129E0,-3.955349326E-2,-1.784946918E0,1.185596943E1
1.044565109E0,1.420260593E-2,-1.842368126E0,1.185596943E1
1.046977036E0,7.284562290E-2,-1.877798319E0,1.185596943E1
1.049389015E0,1.327103674E-1,-1.902232885E0,1.185841274E1
1.051800994E0,1.913533956E-1,-1.919337153E0,1.185963440E1
1.054212921E0,2.499964088E-1,-1.915671945E0,1.186085606E1
1.056624900E0,3.037525117E-1,-1.892459035E0,1.186085606E1
1.059036879E0,3.587303460E-1,-1.855807185E0,1.186085606E1
1.061448859E0,4.100429714E-1,-1.800829411E0,1.185841274E1
1.063860786E0,4.613556266E-1,-1.714086533E0,1.185474777E1
1.066272765E0,5.065596104E-1,-1.604130864E0,1.184986019E1
1.068684692E0,5.456549525E-1,-1.475849271E0,1.184497356E1
1.071096671E0,5.798633695E-1,-1.339015603E0,1.184253025E1
1.073508650E0,6.079631448E-1,-1.207068801E0,1.183886528E1
1.075920629E0,6.336194873E-1,-1.071456790E0,1.183397770E1
1.078332557E0,6.543889046E-1,-9.187406301E-1,1.183031273E1
1.080744536E0,6.653844714E-1,-7.428115606E-1,1.182420444E1
1.083156515E0,6.727148294E-1,-5.546652079E-1,1.181809521E1
1.085568494E0,6.702713966E-1,-3.714057803E-1,1.181198692E1
1.087980421E0,6.617192626E-1,-1.930332631E-1,1.180710030E1
1.090392400E0,6.446150541E-1,-2.199113183E-2,1.180343437E1
1.092804379E0,6.201804876E-1,1.453858167E-1,1.180099106E1
1.095216307E0,5.835285783E-1,3.066541255E-1,1.179976940E1
1.097628286E0,5.371028781E-1,4.642572403E-1,1.179854774E1
1.100040265E0,4.809032977E-1,6.145299673E-1,1.179976940E1
1.102452192E0,4.185950756E-1,7.586940527E-1,1.179854774E1
1.104864171E0,3.501782417E-1,9.028581381E-1,1.179854774E1
1.107276150E0,2.768744528E-1,1.042135358E0,1.179976940E1
1.109688129E0,1.974620372E-1,1.174082160E0,1.179854774E1
1.112100057E0,1.156061590E-1,1.292589903E0,1.179732609E1
1.114512036E0,3.252854943E-2,1.396436930E0,1.179610443E1
1.116924015E0,-5.543597788E-2,1.475849271E0,1.179610443E1
1.119335994E0,-1.458439678E-1,1.524718523E0,1.179488277E1
1.121747921E0,-2.435823381E-1,1.556483507E0,1.179366112E1
1.124159900E0,-3.413206935E-1,1.578474641E0,1.179366112E1
1.126571879E0,-4.415025115E-1,1.587026715E0,1.179243946E1
1.128983807E0,-5.380191803E-1,1.568700790E0,1.178755188E1
1.131395786E0,-6.333140731E-1,1.524718523E0,1.178510857E1
1.133807765E0,-7.249437571E-1,1.464853764E0,1.178022194E1
1.136219692E0,-8.141300082E-1,1.395215154E0,1.177777863E1
1.138631671E0,-8.984293938E-1,1.313359261E0,1.177411366E1
1.141043650E0,-9.839504361E-1,1.218064427E0,1.176800442E1
1.143455577E0,-1.060919404E0,1.114217401E0,1.176311779E1
1.145867557E0,-1.139110088E0,1.004261732E0,1.175700855E1
1.148279536E0,-1.212413907E0,8.796452880E-1,1.175212193E1
1.150691515E0,-1.277165532E0,7.305942774E-1,1.174601364E1
1.153103390E0,-1.332143426E0,5.571087003E-1,1.174234867E1
1.155515421E0,-1.383455992E0,3.775144219E-1,1.173623943E1
1.157927400E0,-1.424994826E0,1.930332631E-1,1.173135281E1
1.160339327E0,-1.461646676E0,1.099556591E-2,1.172646618E1
1.162751307E0,-1.489746451E0,-1.710421443E-1,1.172157860E1
1.165163286E0,-1.508072376E0,-3.579667509E-1,1.172157860E1
1.167575265E0,-1.517846227E0,-5.534434915E-1,1.171791363E1
1.169987192E0,-1.514181018E0,-7.574723363E-1,1.171791363E1
1.172399171E0,-1.497076869E0,-9.541707635E-1,1.171913528E1
1.174811150E0,-1.470198750E0,-1.136208534E0,1.172157860E1
1.177223077E0,-1.432325244E0,-1.295033336E0,1.172524357E1
1.179635057E0,-1.385899425E0,-1.435532212E0,1.172890949E1
1.182047036E0,-1.332143426E0,-1.572365999E0,1.173623943E1
1.184459015E0,-1.267391682E0,-1.703091025E0,1.173868275E1
1.186870942E0,-1.197753072E0,-1.819155335E0,1.174234867E1
1.189282921E0,-1.123227596E0,-1.924224019E0,1.174845695E1
1.191694900E0,-1.042593479E0,-2.012188673E0,1.175334358E1
1.194106827E0,-9.558506608E-1,-2.079383612E0,1.175578690E1
1.196518807E0,-8.678861260E-1,-2.124587774E0,1.175823116E1
1.198930786E0,-7.750346661E-1,-2.147800446E0,1.175945282E1
1.201342765E0,-6.797397733E-1,-2.152687550E0,1.176311779E1
1.203754692E0,-5.868883133E-1,-2.139248371E0,1.176433945E1
1.206166671E0,-4.903717041E-1,-2.106261730E0,1.176433945E1
1.208578650E0,-3.938550651E-1,-2.052505732E0,1.176556110E1
1.210990577E0,-2.973384261E-1,-1.991419196E0,1.176556110E1
1.213402557E0,-2.032652497E-1,-1.920558810E0,1.176311779E1
1.215814536E0,-1.091920808E-1,-1.843589902E0,1.176067448E1
1.218226463E0,-2.000582218E-2,-1.761734009E0,1.175700855E1
1.220638442E0,6.795870513E-2,-1.666439176E0,1.175456524E1
1.223050421E0,1.547015011E-1,-1.560148597E0,1.175212193E1
1.225462400E0,2.377791107E-1,-1.441640854E0,1.174601364E1
1.227874327E0,3.184132576E-1,-1.312137604E0,1.174234867E1
1.230286307E0,3.978256881E-1,-1.172860384E0,1.173623943E1
1.232698286E0,4.711294472E-1,-1.025031090E0,1.173135281E1
1.235110213E0,5.358811021E-1,-8.698714375E-1,1.172646618E1
1.237522192E0,5.945241451E-1,-7.098248601E-1,1.172157860E1
1.239934171E0,6.458367705E-1,-5.400044918E-1,1.171913528E1
1.242346098E0,6.849321127E-1,-3.689623177E-1,1.171669197E1
1.244758077E0,7.179188132E-1,-1.905898154E-1,1.171424866E1
1.247170057E0,7.411317229E-1,-1.954767294E-2,1.171547031E1
1.249582036E0,7.582359314E-1,1.478292793E-1,1.171302700E1
1.251993963E0,7.692314982E-1,3.078758419E-1,1.171302700E1
1.254405942E0,7.716749310E-1,4.569268525E-1,1.171302700E1
1.256817921E0,7.667880058E-1,6.010909677E-1,1.171547031E1
1.259229848E0,7.582359314E-1,7.305942774E-1,1.171669197E1
1.261641827E0,7.423534393E-1,8.515455127E-1,1.171791363E1
1.264053807E0,7.215840220E-1,9.822705388E-1,1.172035694E1
1.266465734E0,6.910407543E-1,1.110552192E0,1.172280025E1
1.268877713E0,6.580541134E-1,1.227838159E0,1.172524357E1
1.271289692E0,6.177369952E-1,1.330463529E0,1.172524357E1
1.273701671E0,5.737547278E-1,1.409875870E0,1.172768784E1
1.276113598E0,5.224421024E-1,1.459966779E0,1.172768784E1
1.278525577E0,4.699077308E-1,1.490510106E0,1.172768784E1
1.280937557E0,4.137081802E-1,1.503949046E0,1.172646618E1
1.283349484E0,3.562868834E-1,1.500283957E0,1.172768784E1
1.285761463E0,2.964221239E-1,1.478292823E0,1.172524357E1
1.288173442E0,2.365573794E-1,1.430645347E0,1.172402191E1
1.290585421E0,1.754709035E-1,1.363450170E0,1.172035694E1
1.292997348E0,1.131627038E-1,1.282816052E0,1.171547031E1
1.295409327E0,5.207622424E-2,1.192408085E0,1.171180534E1
1.297821307E0,-7.788525894E-3,1.091004491E0,1.170447445E1
1.300233234E0,-6.398808211E-2,9.615011811E-1,1.169714451E1
1.302645213E0,-1.201876476E-1,8.026763201E-1,1.169347858E1
1.305057192E0,-1.727220118E-1,6.340776682E-1,1.168737030E1
1.307469171E0,-2.215912044E-1,4.715875983E-1,1.168004036E1
1.309881098E0,-2.667951882E-1,3.139844835E-1,1.167148781E1
1.312293077E0,-3.058905303E-1,1.624900252E-1,1.166415787E1
1.314705057E0,-3.413206935E-1,1.954767294E-2,1.165560532E1
1.317116984E0,-3.718639314E-1,-1.221729591E-1,1.164827538E1
1.319528963E0,-3.914116025E-1,-2.663370371E-1,1.164460945E1
1.321940942E0,-4.085158110E-1,-4.202749729E-1,1.163972282E1
1.324352869E0,-4.146244824E-1,-5.766563416E-1,1.163972282E1
1.326764848E0,-4.182896614E-1,-7.342594862E-1,1.163727951E1
1.329176827E0,-4.146244824E-1,-8.820887208E-1,1.163605785E1
1.331588754E0,-4.072940946E-1,-1.017700672E0,1.163850117E1
1.334000734E0,-3.975202441E-1,-1.147204041E0,1.163727951E1
1.336412713E0,-3.828594983E-1,-1.273042202E0,1.163850117E1
1.338824692E0,-3.620901108E-1,-1.387884736E0,1.163727951E1
1.341236619E0,-3.364337683E-1,-1.491731763E0,1.163972282E1
1.343648598E0,-3.083339930E-1,-1.587026715E0,1.164216614E1
1.346060577E0,-2.741255760E-1,-1.662773967E0,1.164216614E1
1.348472557E0,-2.362519503E-1,-1.725082159E0,1.164460945E1
1.350884484E0,-1.971566081E-1,-1.783725142E0,1.164705372E1
1.353296463E0,-1.580612659E-1,-1.830150843E0,1.164827538E1
1.355708442E0,-1.140789986E-1,-1.852141976E0,1.164827538E1
1.358120369E0,-7.376192510E-2,-1.850920320E0,1.164827538E1
1.360532348E0,-3.100138716E-2,-1.821598768E0,1.164827538E1
1.362944327E0,8.093958721E-3,-1.776394725E0,1.164705372E1
1.365356254E0,4.841103405E-2,-1.718973517E0,1.164583206E1
1.367768234E0,8.384118974E-2,-1.657886982E0,1.164338779E1
1.370180213E0,1.204930767E-1,-1.593135357E0,1.164216614E1
1.372592192E0,1.547015011E-1,-1.516166329E0,1.164094448E1
1.375004119E0,1.876882017E-1,-1.420871496E0,1.163727951E1
1.377416098E0,2.145662606E-1,-1.291368127E0,1.163239288E1
1.379828077E0,2.377791107E-1,-1.152091026E0,1.162872696E1
1.382240004E0,2.561050653E-1,-1.001818180E0,1.162384033E1
1.384651984E0,2.683223486E-1,-8.332195878E-1,1.162017536E1
1.387063963E0,2.756527364E-1,-6.536253095E-1,1.161773205E1
1.389475890E0,2.756527364E-1,-4.703658819E-1,1.161284447E1
1.391887869E0,2.707658112E-1,-2.968802750E-1,1.161040115E1
1.394299848E0,2.609919906E-1,-1.282816082E-1,1.160673618E1
1.396711827E0,2.438877672E-1,3.543015569E-2,1.160429287E1
1.399123754E0,2.218966335E-1,1.942549944E-1,1.160429287E1
1.401535734E0,1.913533956E-1,3.543015718E-1,1.160184956E1
1.403947713E0,1.522580534E-1,5.192350745E-1,1.160184956E1
1.406359640E0,1.082757786E-1,6.780598760E-1,1.160307121E1
1.408771619E0,5.696314201E-2,8.319978118E-1,1.160307121E1
1.411183598E0,-4.123337101E-3,9.700532556E-1,1.160551453E1
1.413595525E0,-7.009673119E-2,1.088561058E0,1.160673618E1
1.416007504E0,-1.446222365E-1,1.196073294E0,1.160673618E1
1.418419484E0,-2.203694731E-1,1.293811560E0,1.160673618E1
1.420831463E0,-2.985601723E-1,1.372002244E0,1.160917950E1
1.423243390E0,-3.804160357E-1,1.418428063E0,1.160917950E1
1.425655369E0,-4.561632872E-1,1.448971272E0,1.160795784E1
1.428067296E0,-5.319104791E-1,1.470962405E0,1.160917950E1
1.430479275E0,-6.076577306E-1,1.485623121E0,1.160795784E1
1.432891254E0,-6.797397733E-1,1.480736256E0,1.160551453E1
1.435303234E0,-7.506000996E-1,1.450192928E0,1.160184956E1
1.437715213E0,-8.226821423E-1,1.403767228E0,1.160062790E1
1.440127140E0,-8.910989761E-1,1.345124245E0,1.159574032E1
1.442539119E0,-9.570723772E-1,1.268155336E0,1.159207535E1
1.444951098E0,-1.018158913E0,1.177747250E0,1.158841038E1
1.447363025E0,-1.078023672E0,1.069013357E0,1.158352375E1
1.449775004E0,-1.128114581E0,9.431751966E-1,1.157863617E1
1.452186984E0,-1.175761938E0,8.014546037E-1,1.157252789E1
1.454598911E0,-1.217300773E0,6.548470259E-1,1.156764126E1
1.457010890E0,-1.253952622E0,5.082395077E-1,1.156397533E1
1.459422869E0,-1.284495950E0,3.530798554E-1,1.156153202E1
1.461834848E0,-1.308930516E0,1.905898154E-1,1.155664539E1
1.464246775E0,-1.322369576E0,1.588248461E-2,1.155175877E1
1.466658754E0,-1.332143426E0,-1.600465775E-1,1.154687119E1
1.469070734E0,-1.332143426E0,-3.384190798E-1,1.154564953E1
1.471482661E0,-1.327256441E0,-5.192350745E-1,1.154564953E1
1.473894640E0,-1.316260934E0,-6.939423680E-1,1.154198456E1
1.476306619E0,-1.299156666E0,-8.637627959E-1,1.154198456E1
1.478718546E0,-1.275943756E0,-1.032361507E0,1.154076290E1
1.481130525E0,-1.239291906E0,-1.197294950E0,1.154198456E1
1.483542504E0,-1.195309639E0,-1.357341528E0,1.154320621E1
1.485954484E0,-1.136666656E0,-1.508836031E0,1.154687119E1
1.488366411E0,-1.071915030E0,-1.649334908E0,1.154931450E1
1.490778390E0,-9.949460030E-1,-1.775173068E0,1.155298042E1
1.493190369E0,-9.082031846E-1,-1.883906960E0,1.155786705E1
1.495602296E0,-8.190169334E-1,-1.979201913E0,1.156275368E1
1.498014275E0,-7.261655331E-1,-2.058614254E0,1.156764126E1
1.500426254E0,-6.296488643E-1,-2.118479013E0,1.157008457E1
1.502838182E0,-5.319104791E-1,-2.167348146E0,1.157374954E1
1.505250161E0,-4.280634820E-1,-2.201556683E0,1.157497120E1
1.507662140E0,-3.254382014E-1,-2.213773966E0,1.157863617E1
1.510074119E0,-2.203694731E-1,-2.194226265E0,1.158107948E1
1.512486046E0,-1.177441850E-1,-2.141691923E0,1.158230209E1
1.514898025E0,-1.756236330E-2,-2.070831537E0,1.158230209E1
1.517310004E0,7.651081681E-2,-1.985310555E0,1.158352375E1
1.519721932E0,1.681405306E-1,-1.892459035E0,1.158474541E1
1.522133911E0,2.561050653E-1,-1.792277217E0,1.158230209E1
1.524545890E0,3.428478539E-1,-1.688430309E0,1.158230209E1
1.526957869E0,4.247037470E-1,-1.577252865E0,1.157985783E1
1.529369796E0,5.016726851E-1,-1.459966779E0,1.157741451E1
1.531781775E0,5.737547278E-1,-1.335350394E0,1.157374954E1
1.534193754E0,6.397281289E-1,-1.202181935E0,1.157252789E1
1.536605682E0,7.032580972E-1,-1.054352641E0,1.157008457E1
1.539017661E0,7.582359314E-1,-8.955277801E-1,1.156519699E1
1.541429640E0,8.095485568E-1,-7.269290686E-1,1.156275368E1
1.543841567E0,8.523091078E-1,-5.534434915E-1,1.156031036E1
1.546253546E0,8.889609575E-1,-3.824013472E-1,1.155908871E1
1.548665525E0,9.170607328E-1,-2.174678594E-1,1.155542374E1
1.551077504E0,9.390518665E-1,-5.742128938E-2,1.155664539E1
1.553489432E0,9.524909258E-1,9.896009415E-2,1.155664539E1
1.555901411E0,9.585995674E-1,2.614501119E-1,1.155542374E1
1.558313390E0,9.537126422E-1,4.288270772E-1,1.155664539E1
1.560725317E0,9.402735829E-1,5.962040424E-1,1.155664539E1
1.563137296E0,9.182825089E-1,7.452550530E-1,1.155908871E1
1.565549275E0,8.889609575E-1,8.710931540E-1,1.156031036E1
1.567961254E0,8.535308242E-1,9.847140312E-1,1.156275368E1
1.570373182E0,8.144354820E-1,1.095891356E0,1.156397533E1
1.572785161E0,7.692314982E-1,1.204625368E0,1.156641960E1
1.575197140E0,7.191405892E-1,1.307250619E0,1.156886292E1
1.577609067E0,6.666061878E-1,1.386663079E0,1.156886292E1
1.580021046E0,6.079631448E-1,1.439197421E0,1.156886292E1
1.582433025E0,5.456549525E-1,1.468518972E0,1.156764126E1
1.584844952E0,4.760163724E-1,1.481957912E0,1.156641960E1
1.587256932E0,4.075995386E-1,1.480736256E0,1.156519699E1
1.589668911E0,3.330740333E-1,1.457523346E0,1.155908871E1
1.592080890E0,2.622137070E-1,1.423314929E0,1.155786705E1
1.594492817E0,1.864664704E-1,1.375667453E0,1.155298042E1
1.596904796E0,1.119409725E-1,1.315802693E0,1.154931450E1
1.599316775E0,3.741546720E-2,1.237612009E0,1.154198456E1
1.601728702E0,-3.222311661E-2,1.138651967E0,1.153831959E1
1.604140682E0,-1.018617004E-1,1.022587657E0,1.153098869E1
1.606552661E0,-1.678351015E-1,9.028581381E-1,1.152610207E1
1.608964588E0,-2.313650399E-1,7.806851864E-1,1.151999378E1
1.611376567E0,-2.912297845E-1,6.560688019E-1,1.151388454E1
1.613788546E0,-3.462076187E-1,5.302306414E-1,1.150777626E1
1.616200473E0,-3.999637067E-1,3.995055556E-1,1.150166798E1
1.618612452E0,-4.476111531E-1,2.687804997E-1,1.149555874E1
1.621024432E0,-4.928151667E-1,1.319467872E-1,1.149067211E1
1.623436411E0,-5.319104791E-1,-4.886918236E-3,1.148334122E1
1.625848338E0,-5.661189556E-1,-1.453858167E-1,1.147845459E1
1.628260265E0,-5.929969549E-1,-2.871064544E-1,1.147601128E1
1.630672296E0,-6.162098646E-1,-4.300487936E-1,1.147234631E1
1.633084223E0,-6.333140731E-1,-5.681042671E-1,1.147112465E1
1.635496202E0,-6.430879235E-1,-7.012727857E-1,1.147112465E1
1.637908129E0,-6.491965652E-1,-8.307760954E-1,1.146868038E1
1.640320109E0,-6.528617144E-1,-9.590576887E-1,1.146868038E1
1.642732088E0,-6.540834904E-1,-1.097113132E0,1.146745872E1
1.645144067E0,-6.491965652E-1,-1.232725143E0,1.146745872E1
1.647556046E0,-6.394227147E-1,-1.354898095E0,1.146990299E1
1.649967973E0,-6.223185062E-1,-1.446527839E0,1.146990299E1
1.652379952E0,-5.978838801E-1,-1.525940180E0,1.147234631E1
1.654791932E0,-5.746710300E-1,-1.612683058E0,1.147234631E1
1.657203859E0,-5.490147471E-1,-1.700647593E0,1.147478962E1
1.659615838E0,-5.160280466E-1,-1.764177442E0,1.147723293E1
1.662027817E0,-4.793761373E-1,-1.808159709E0,1.147967625E1
1.664439796E0,-4.415025115E-1,-1.830150843E0,1.148089790E1
1.666851723E0,-3.987419903E-1,-1.827707410E0,1.148089790E1
1.669263702E0,-3.559814394E-1,-1.803272843E0,1.148211956E1
1.671675682E0,-3.132209182E-1,-1.764177442E0,1.147967625E1
1.674087609E0,-2.729038298E-1,-1.715308309E0,1.148089790E1
1.676499588E0,-2.350302190E-1,-1.667660832E0,1.147967625E1
1.678911567E0,-1.971566081E-1,-1.604130864E0,1.147845459E1
1.681323494E0,-1.580612659E-1,-1.516166329E0,1.147723293E1
1.683735421E0,-1.226311028E-1,-1.415984511E0,1.147478962E1
1.686147452E0,-8.964440972E-2,-1.314581037E0,1.147356796E1
1.688559432E0,-6.032289565E-2,-1.213177443E0,1.146990299E1
1.690971359E0,-3.466657549E-2,-1.109330416E0,1.146868038E1
1.693383338E0,-1.267544460E-2,-9.883792400E-1,1.146623707E1
1.695795317E0,8.093958721E-3,-8.491020203E-1,1.146379375E1
1.698207244E0,2.275471389E-2,-7.024945021E-1,1.146135044E1
1.700619223E0,3.375028074E-2,-5.497782826E-1,1.145890713E1
1.703031202E0,3.741546720E-2,-3.958403766E-1,1.145646381E1
1.705443129E0,4.352411628E-2,-2.406807244E-1,1.145402050E1
1.707855109E0,3.619373962E-2,-8.918625861E-2,1.145279789E1
1.710267088E0,2.764163166E-2,5.864302069E-2,1.145035458E1
1.712679067E0,9.315688163E-3,1.979201883E-1,1.145035458E1
1.715090994E0,-1.023198478E-2,3.335321844E-1,1.145035458E1
1.717502973E0,-3.711003438E-2,4.593703151E-1,1.145035458E1
1.719914952E0,-6.520981342E-2,5.742129087E-1,1.145157623E1
1.722326879E0,-1.006399691E-1,6.817250848E-1,1.145157623E1
1.724738859E0,-1.409570426E-1,7.843503952E-1,1.145402050E1
1.727150838E0,-1.800523996E-1,8.820887208E-1,1.145524216E1
1.729562765E0,-2.203694731E-1,9.859357476E-1,1.145646381E1
1.731974744E0,-2.643517256E-1,1.086117625E0,1.145524216E1
1.734386723E0,-3.119991720E-1,1.165529966E0,1.145524216E1
1.736798702E0,-3.608683646E-1,1.220507860E0,1.145646381E1
1.739210629E0,-4.072940946E-1,1.253494501E0,1.145646381E1
1.741622609E0,-4.598284662E-1,1.273042202E0,1.145402050E1
1.744034588E0,-5.099193454E-1,1.282816052E0,1.145157623E1
1.746446515E0,-5.648971796E-1,1.292589903E0,1.145157623E1
1.748858494E0,-6.162098646E-1,1.295033336E0,1.145035458E1
1.751270473E0,-6.650790572E-1,1.284037709E0,1.144668961E1
1.753682400E0,-7.115047574E-1,1.246164203E0,1.144546795E1
1.756094379E0,-7.542653084E-1,1.181412458E0,1.144302464E1
1.758506359E0,-7.970257998E-1,1.100778341E0,1.143813801E1
1.760918338E0,-8.348994255E-1,1.004261732E0,1.143569374E1
1.763330265E0,-8.727730513E-1,8.943060637E-1,1.143202877E1
1.765742244E0,-9.008728266E-1,7.757982612E-1,1.142714214E1
1.768154223E0,-9.301943183E-1,6.511818767E-1,1.142347717E1
1.770566150E0,-9.509637356E-1,5.216785073E-1,1.142103291E1
1.772978129E0,-9.705114365E-1,3.799578846E-1,1.141614628E1
1.775390109E0,-9.815070033E-1,2.247982323E-1,1.141248131E1
1.777802036E0,-9.912807941E-1,6.230820715E-2,1.141125965E1
1.780213963E0,-9.912807941E-1,-1.099556610E-1,1.140759468E1
1.782625994E0,-9.863939285E-1,-2.871064544E-1,1.140515041E1
1.785037973E0,-9.753983617E-1,-4.667007029E-1,1.140148544E1
1.787449900E0,-9.558506608E-1,-6.499601007E-1,1.140026379E1
1.789861879E0,-9.265291691E-1,-8.246674538E-1,1.140148544E1
1.792273859E0,-8.898772597E-1,-9.871574640E-1,1.140270710E1
1.794685786E0,-8.446732759E-1,-1.141095400E0,1.140392876E1
1.797097765E0,-7.921388745E-1,-1.286481261E0,1.140759468E1
1.799509744E0,-7.322741747E-1,-1.430645347E0,1.141003799E1
1.801921723E0,-6.675224900E-1,-1.566257238E0,1.141248131E1
1.804333650E0,-5.978838801E-1,-1.682321548E0,1.141614628E1
1.806745629E0,-5.221366882E-1,-1.778838277E0,1.141858959E1
1.809157557E0,-4.402807951E-1,-1.857028961E0,1.142225552E1
1.811569536E0,-3.523162603E-1,-1.927889228E0,1.142714214E1
1.813981515E0,-2.606865466E-1,-1.985310555E0,1.143080711E1
1.816393494E0,-1.727220118E-1,-2.025627613E0,1.143325043E1
1.818805421E0,-7.864884287E-2,-2.042731762E0,1.143691540E1
1.821217400E0,1.175914705E-2,-2.040288448E0,1.143935966E1
1.823629379E0,1.046105921E-1,-2.029292822E0,1.144180298E1
1.826041307E0,1.962403059E-1,-2.006079912E0,1.144180298E1
1.828453286E0,2.854265571E-1,-1.969428062E0,1.144058132E1
1.830865265E0,3.770562708E-1,-1.919337153E0,1.143813801E1
1.833277244E0,4.650208056E-1,-1.854585528E0,1.143691540E1
1.835689171E0,5.480984449E-1,-1.770286083E0,1.143447208E1
1.838101150E0,6.275108457E-1,-1.656665325E0,1.143202877E1
1.840513129E0,7.008146048E-1,-1.516166329E0,1.143080711E1
1.842925057E0,7.667880058E-1,-1.367115378E0,1.142592049E1
1.845337036E0,8.229875565E-1,-1.207068801E0,1.142347717E1
1.847749015E0,8.718567491E-1,-1.047022223E0,1.141981125E1
1.850160994E0,9.182825089E-1,-8.845322132E-1,1.141736794E1
1.852572921E0,9.549343586E-1,-7.318159938E-1,1.141370296E1
1.854984900E0,9.854776263E-1,-5.900954008E-1,1.141125965E1
1.857396879E0,1.007468700E0,-4.434878230E-1,1.141003799E1
1.859808807E0,1.020907760E0,-2.822195292E-1,1.140759468E1
1.862220786E0,1.029459834E0,-1.160643101E-1,1.140637302E1
1.864632765E0,1.029459834E0,4.642572254E-2,1.140515041E1
