"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.670544266E1,-1.116355360E-1,-1.795942485E-1,6.851764679E0
1.670785464E1,-1.128572673E-1,-1.759290546E-1,6.850543022E0
1.671026657E1,-1.128572673E-1,-1.747073233E-1,6.849321365E0
1.671267855E1,-1.116355360E-1,-1.722638607E-1,6.849321365E0
1.671509052E1,-1.116355360E-1,-1.685986817E-1,6.848099709E0
1.671750250E1,-1.104138121E-1,-1.661552191E-1,6.846878052E0
1.671991443E1,-1.104138121E-1,-1.624900252E-1,6.848099709E0
1.672232641E1,-1.091920808E-1,-1.563813835E-1,6.845655918E0
1.672473839E1,-1.091920808E-1,-1.539379209E-1,6.846878052E0
1.672715037E1,-1.091920808E-1,-1.527161896E-1,6.844434261E0
1.672956230E1,-1.091920808E-1,-1.490510106E-1,6.844434261E0
1.673197428E1,-1.104138121E-1,-1.453858167E-1,6.844434261E0
1.673438625E1,-1.091920808E-1,-1.429423541E-1,6.844434261E0
1.673679818E1,-1.079703495E-1,-1.392771751E-1,6.843212605E0
1.673921016E1,-1.104138121E-1,-1.368337125E-1,6.841990948E0
1.674162214E1,-1.104138121E-1,-1.319467872E-1,6.843212605E0
1.674403412E1,-1.104138121E-1,-1.295033395E-1,6.839547634E0
1.674644605E1,-1.104138121E-1,-1.270598769E-1,6.839547634E0
1.674885802E1,-1.116355360E-1,-1.246164143E-1,6.838325977E0
1.675127000E1,-1.104138121E-1,-1.221729591E-1,6.839547634E0
1.675368198E1,-1.128572673E-1,-1.209512278E-1,6.839547634E0
1.675609391E1,-1.140789986E-1,-1.185077652E-1,6.839547634E0
1.675850589E1,-1.153007299E-1,-1.185077652E-1,6.835882187E0
1.676091787E1,-1.153007299E-1,-1.172860414E-1,6.834660530E0
1.676332985E1,-1.177441850E-1,-1.185077652E-1,6.834660530E0
1.676574178E1,-1.189659163E-1,-1.197294965E-1,6.834660530E0
1.676815375E1,-1.214093715E-1,-1.209512278E-1,6.833438873E0
1.677056573E1,-1.214093715E-1,-1.221729591E-1,6.833438873E0
1.677297766E1,-1.214093715E-1,-1.233946830E-1,6.830995560E0
1.677538964E1,-1.238528341E-1,-1.270598769E-1,6.829773903E0
1.677780162E1,-1.238528341E-1,-1.319467872E-1,6.829773903E0
1.678021360E1,-1.275180280E-1,-1.356119812E-1,6.830995560E0
1.678262552E1,-1.287397593E-1,-1.429423541E-1,6.828551769E0
1.678503750E1,-1.299614757E-1,-1.502727419E-1,6.828551769E0
1.678744948E1,-1.299614757E-1,-1.600465775E-1,6.827330112E0
1.678986146E1,-1.311832070E-1,-1.661552191E-1,6.826108456E0
1.679227339E1,-1.311832070E-1,-1.722638607E-1,6.826108456E0
1.679468537E1,-1.324049383E-1,-1.795942485E-1,6.824886799E0
1.679709735E1,-1.311832070E-1,-1.832594275E-1,6.824886799E0
1.679950928E1,-1.287397593E-1,-1.918115467E-1,6.823665142E0
1.680192125E1,-1.275180280E-1,-1.954767257E-1,6.823665142E0
1.680433323E1,-1.275180280E-1,-1.966984570E-1,6.824886799E0
1.680674521E1,-1.287397593E-1,-2.015853822E-1,6.822443485E0
1.680915714E1,-1.250745654E-1,-2.076940238E-1,6.819999695E0
1.681156912E1,-1.250745654E-1,-2.089157552E-1,6.822443485E0
1.681398110E1,-1.226311028E-1,-2.113592178E-1,6.819999695E0
1.681639308E1,-1.226311028E-1,-2.138026655E-1,6.818778038E0
1.681880500E1,-1.189659163E-1,-2.138026655E-1,6.818778038E0
1.682121698E1,-1.177441850E-1,-2.150243968E-1,6.818778038E0
1.682362896E1,-1.153007299E-1,-2.150243968E-1,6.819999695E0
1.682604089E1,-1.140789986E-1,-2.150243968E-1,6.817556381E0
1.682845287E1,-1.116355360E-1,-2.162461281E-1,6.816334724E0
1.683086485E1,-1.104138121E-1,-2.113592178E-1,6.816334724E0
1.683327683E1,-1.067486182E-1,-2.113592178E-1,6.815113068E0
1.683568875E1,-1.018617004E-1,-2.076940238E-1,6.815113068E0
1.683810073E1,-1.006399691E-1,-2.040288299E-1,6.815113068E0
1.684051271E1,-9.941824526E-2,-1.991419196E-1,6.813891411E0
1.684292469E1,-9.819651395E-2,-1.942549944E-1,6.812669277E0
1.684533662E1,-9.819651395E-2,-1.905898154E-1,6.812669277E0
1.684774860E1,-9.330959618E-2,-1.857028902E-1,6.812669277E0
1.685016058E1,-9.330959618E-2,-1.820377111E-1,6.811447620E0
1.685257250E1,-9.330959618E-2,-1.771507859E-1,6.810225964E0
1.685498448E1,-9.086613357E-2,-1.710421443E-1,6.809004307E0
1.685739646E1,-8.842267841E-2,-1.661552191E-1,6.807782650E0
1.685980844E1,-9.086613357E-2,-1.612683088E-1,6.807782650E0
1.686222042E1,-8.964440972E-2,-1.563813835E-1,6.806560993E0
1.686463230E1,-8.842267841E-2,-1.527161896E-1,6.807782650E0
1.686704433E1,-8.842267841E-2,-1.490510106E-1,6.806560993E0
1.686945631E1,-8.964440972E-2,-1.441640854E-1,6.806560993E0
1.687186823E1,-8.964440972E-2,-1.404989064E-1,6.806560993E0
1.687428021E1,-9.208786488E-2,-1.368337125E-1,6.805338860E0
1.687669219E1,-9.330959618E-2,-1.319467872E-1,6.804117203E0
1.687910417E1,-9.330959618E-2,-1.282816082E-1,6.804117203E0
1.688151610E1,-9.575305134E-2,-1.258381456E-1,6.804117203E0
1.688392808E1,-9.697478265E-2,-1.246164143E-1,6.801673889E0
1.688634006E1,-9.941824526E-2,-1.221729591E-1,6.800452232E0
1.688875198E1,-9.819651395E-2,-1.172860414E-1,6.800452232E0
1.689116396E1,-1.006399691E-1,-1.160643101E-1,6.801673889E0
1.689357594E1,-1.030834317E-1,-1.172860414E-1,6.799230576E0
1.689598792E1,-1.043051630E-1,-1.148425788E-1,6.799230576E0
1.689839985E1,-1.079703495E-1,-1.148425788E-1,6.798008919E0
1.690081183E1,-1.091920808E-1,-1.160643101E-1,6.796786785E0
1.690322381E1,-1.116355360E-1,-1.185077652E-1,6.798008919E0
1.690563579E1,-1.140789986E-1,-1.172860414E-1,6.796786785E0
1.690804771E1,-1.140789986E-1,-1.172860414E-1,6.795565128E0
1.691045969E1,-1.165224537E-1,-1.185077652E-1,6.796786785E0
1.691287167E1,-1.189659163E-1,-1.197294965E-1,6.793121815E0
1.691528365E1,-1.189659163E-1,-1.233946830E-1,6.793121815E0
1.691769558E1,-1.201876476E-1,-1.282816082E-1,6.793121815E0
1.692010756E1,-1.238528341E-1,-1.331685185E-1,6.790678501E0
1.692251954E1,-1.250745654E-1,-1.343902498E-1,6.790678501E0
1.692493152E1,-1.250745654E-1,-1.368337125E-1,6.790678501E0
1.692734344E1,-1.262962967E-1,-1.429423541E-1,6.789456367E0
1.692975542E1,-1.275180280E-1,-1.466075480E-1,6.788234711E0
1.693216740E1,-1.287397593E-1,-1.539379209E-1,6.788234711E0
1.693457933E1,-1.299614757E-1,-1.588248461E-1,6.788234711E0
1.693699131E1,-1.287397593E-1,-1.637117565E-1,6.787013054E0
1.693940329E1,-1.299614757E-1,-1.661552191E-1,6.785791397E0
1.694181527E1,-1.299614757E-1,-1.747073233E-1,6.785791397E0
1.694422719E1,-1.311832070E-1,-1.808159798E-1,6.784569740E0
1.694663917E1,-1.299614757E-1,-1.832594275E-1,6.783348083E0
1.694905115E1,-1.299614757E-1,-1.820377111E-1,6.783348083E0
1.695146313E1,-1.287397593E-1,-1.869246215E-1,6.783348083E0
1.695387506E1,-1.275180280E-1,-1.869246215E-1,6.782126427E0
1.695628698E1,-1.250745654E-1,-1.881463528E-1,6.782126427E0
1.695869902E1,-1.250745654E-1,-1.918115467E-1,6.779682636E0
1.696111099E1,-1.238528341E-1,-1.918115467E-1,6.777239323E0
1.696352292E1,-1.226311028E-1,-1.918115467E-1,6.778460979E0
1.696593490E1,-1.214093715E-1,-1.930332631E-1,6.778460979E0
1.696834688E1,-1.214093715E-1,-1.905898154E-1,6.778460979E0
1.697075881E1,-1.214093715E-1,-1.918115467E-1,6.776017666E0
1.697317079E1,-1.214093715E-1,-1.918115467E-1,6.774796009E0
1.697558277E1,-1.214093715E-1,-1.918115467E-1,6.774796009E0
1.697799474E1,-1.226311028E-1,-1.930332631E-1,6.773573875E0
1.698040667E1,-1.226311028E-1,-1.918115467E-1,6.774796009E0
1.698281865E1,-1.201876476E-1,-1.893680841E-1,6.773573875E0
1.698523063E1,-1.189659163E-1,-1.869246215E-1,6.771130562E0
1.698764261E1,-1.177441850E-1,-1.844811589E-1,6.771130562E0
1.699005454E1,-1.165224537E-1,-1.832594275E-1,6.769908905E0
1.699246652E1,-1.177441850E-1,-1.783725172E-1,6.771130562E0
1.699487849E1,-1.165224537E-1,-1.747073233E-1,6.769908905E0
1.699729042E1,-1.165224537E-1,-1.734855920E-1,6.768687248E0
1.699970240E1,-1.165224537E-1,-1.722638607E-1,6.768687248E0
1.700211438E1,-1.177441850E-1,-1.685986817E-1,6.767465591E0
1.700452636E1,-1.177441850E-1,-1.649334878E-1,6.767465591E0
1.700693834E1,-1.177441850E-1,-1.637117565E-1,6.766243935E0
1.700935027E1,-1.165224537E-1,-1.588248461E-1,6.765021801E0
1.701176224E1,-1.165224537E-1,-1.551596522E-1,6.763800144E0
1.701417422E1,-1.165224537E-1,-1.539379209E-1,6.765021801E0
1.701658615E1,-1.165224537E-1,-1.502727419E-1,6.765021801E0
1.701899813E1,-1.177441850E-1,-1.466075480E-1,6.763800144E0
1.702141011E1,-1.165224537E-1,-1.453858167E-1,6.762578487E0
1.702382209E1,-1.177441850E-1,-1.441640854E-1,6.761356831E0
1.702623402E1,-1.165224537E-1,-1.429423541E-1,6.762578487E0
1.702864599E1,-1.177441850E-1,-1.429423541E-1,6.760135174E0
1.703105797E1,-1.177441850E-1,-1.404989064E-1,6.760135174E0
1.703346995E1,-1.177441850E-1,-1.380554438E-1,6.757691860E0
1.703588188E1,-1.177441850E-1,-1.380554438E-1,6.757691860E0
1.703829386E1,-1.177441850E-1,-1.380554438E-1,6.757691860E0
1.704070584E1,-1.214093715E-1,-1.392771751E-1,6.756469727E0
1.704311776E1,-1.214093715E-1,-1.380554438E-1,6.755248070E0
1.704552974E1,-1.214093715E-1,-1.392771751E-1,6.755248070E0
1.704794172E1,-1.201876476E-1,-1.392771751E-1,6.755248070E0
1.705035370E1,-1.226311028E-1,-1.404989064E-1,6.755248070E0
1.705276568E1,-1.238528341E-1,-1.429423541E-1,6.752804756E0
1.705517761E1,-1.226311028E-1,-1.466075480E-1,6.752804756E0
1.705758959E1,-1.226311028E-1,-1.490510106E-1,6.752804756E0
1.706000157E1,-1.238528341E-1,-1.514944583E-1,6.751583099E0
1.706241349E1,-1.226311028E-1,-1.539379209E-1,6.750361443E0
1.706482547E1,-1.250745654E-1,-1.563813835E-1,6.750361443E0
1.706723745E1,-1.238528341E-1,-1.588248461E-1,6.749139309E0
1.706964943E1,-1.226311028E-1,-1.600465775E-1,6.749139309E0
1.707206136E1,-1.214093715E-1,-1.624900252E-1,6.747917652E0
1.707447329E1,-1.226311028E-1,-1.637117565E-1,6.746695995E0
1.707688532E1,-1.214093715E-1,-1.649334878E-1,6.746695995E0
1.707929730E1,-1.201876476E-1,-1.673769504E-1,6.746695995E0
1.708170922E1,-1.201876476E-1,-1.698204130E-1,6.746695995E0
1.708412120E1,-1.201876476E-1,-1.722638607E-1,6.745474339E0
1.708653318E1,-1.201876476E-1,-1.734855920E-1,6.743031025E0
1.708894511E1,-1.189659163E-1,-1.747073233E-1,6.741809368E0
1.709135709E1,-1.189659163E-1,-1.722638607E-1,6.741809368E0
1.709376907E1,-1.165224537E-1,-1.722638607E-1,6.740587234E0
1.709618105E1,-1.165224537E-1,-1.722638607E-1,6.740587234E0
1.709859297E1,-1.153007299E-1,-1.710421443E-1,6.739365578E0
1.710100495E1,-1.153007299E-1,-1.722638607E-1,6.739365578E0
1.710341693E1,-1.140789986E-1,-1.734855920E-1,6.738143921E0
1.710582891E1,-1.153007299E-1,-1.722638607E-1,6.738143921E0
1.710824084E1,-1.140789986E-1,-1.698204130E-1,6.736922264E0
1.711065282E1,-1.116355360E-1,-1.673769504E-1,6.736922264E0
1.711306480E1,-1.104138121E-1,-1.649334878E-1,6.735700607E0
1.711547678E1,-1.116355360E-1,-1.637117565E-1,6.734478951E0
1.711788870E1,-1.116355360E-1,-1.624900252E-1,6.733256817E0
1.712030068E1,-1.128572673E-1,-1.612683088E-1,6.733256817E0
1.712271266E1,-1.128572673E-1,-1.612683088E-1,6.734478951E0
1.712512464E1,-1.116355360E-1,-1.624900252E-1,6.734478951E0
1.712753657E1,-1.116355360E-1,-1.624900252E-1,6.732035160E0
1.712994855E1,-1.116355360E-1,-1.612683088E-1,6.733256817E0
1.713236053E1,-1.104138121E-1,-1.588248461E-1,6.730813503E0
1.713477245E1,-1.104138121E-1,-1.576031148E-1,6.729591846E0
1.713718443E1,-1.104138121E-1,-1.551596522E-1,6.728370190E0
1.713959641E1,-1.104138121E-1,-1.576031148E-1,6.729591846E0
1.714200839E1,-1.116355360E-1,-1.576031148E-1,6.728370190E0
1.714442032E1,-1.140789986E-1,-1.563813835E-1,6.727148533E0
1.714683230E1,-1.104138121E-1,-1.551596522E-1,6.727148533E0
1.714924428E1,-1.104138121E-1,-1.551596522E-1,6.725926876E0
1.715165625E1,-1.104138121E-1,-1.563813835E-1,6.724704742E0
1.715406818E1,-1.104138121E-1,-1.551596522E-1,6.724704742E0
1.715648016E1,-1.104138121E-1,-1.539379209E-1,6.723483086E0
1.715889214E1,-1.116355360E-1,-1.527161896E-1,6.722261429E0
1.716130407E1,-1.116355360E-1,-1.514944583E-1,6.722261429E0
1.716371605E1,-1.116355360E-1,-1.539379209E-1,6.722261429E0
1.716612803E1,-1.128572673E-1,-1.551596522E-1,6.721039772E0
1.716854000E1,-1.128572673E-1,-1.563813835E-1,6.719818115E0
1.717095193E1,-1.116355360E-1,-1.551596522E-1,6.721039772E0
1.717336391E1,-1.128572673E-1,-1.551596522E-1,6.721039772E0
1.717577589E1,-1.116355360E-1,-1.563813835E-1,6.719818115E0
1.717818787E1,-1.116355360E-1,-1.576031148E-1,6.718596458E0
1.718059980E1,-1.104138121E-1,-1.576031148E-1,6.716152668E0
1.718301178E1,-1.116355360E-1,-1.588248461E-1,6.717374325E0
1.718542375E1,-1.104138121E-1,-1.588248461E-1,6.717374325E0
1.718783573E1,-1.128572673E-1,-1.600465775E-1,6.714931011E0
1.719024766E1,-1.104138121E-1,-1.600465775E-1,6.714931011E0
1.719265964E1,-1.116355360E-1,-1.600465775E-1,6.714931011E0
1.719507162E1,-1.116355360E-1,-1.624900252E-1,6.712487698E0
1.719748360E1,-1.104138121E-1,-1.624900252E-1,6.711266041E0
1.719989553E1,-1.104138121E-1,-1.637117565E-1,6.712487698E0
1.720230750E1,-1.116355360E-1,-1.649334878E-1,6.711266041E0
1.720471948E1,-1.104138121E-1,-1.649334878E-1,6.711266041E0
1.720713141E1,-1.091920808E-1,-1.649334878E-1,6.711266041E0
1.720954339E1,-1.091920808E-1,-1.661552191E-1,6.710044384E0
1.721195537E1,-1.079703495E-1,-1.673769504E-1,6.710044384E0
1.721436735E1,-1.091920808E-1,-1.661552191E-1,6.708822250E0
1.721677933E1,-1.091920808E-1,-1.673769504E-1,6.707600594E0
1.721919125E1,-1.091920808E-1,-1.661552191E-1,6.707600594E0
1.722160323E1,-1.091920808E-1,-1.661552191E-1,6.706378937E0
1.722401521E1,-1.104138121E-1,-1.673769504E-1,6.705157280E0
1.722642714E1,-1.091920808E-1,-1.661552191E-1,6.705157280E0
1.722883912E1,-1.079703495E-1,-1.637117565E-1,6.705157280E0
1.723125110E1,-1.067486182E-1,-1.649334878E-1,6.705157280E0
1.723366308E1,-1.091920808E-1,-1.637117565E-1,6.703935623E0
1.723607500E1,-1.091920808E-1,-1.624900252E-1,6.701491833E0
1.723848698E1,-1.091920808E-1,-1.637117565E-1,6.701491833E0
1.724089896E1,-1.067486182E-1,-1.624900252E-1,6.700270176E0
1.724331094E1,-1.055268943E-1,-1.600465775E-1,6.701491833E0
1.724572287E1,-1.079703495E-1,-1.588248461E-1,6.699048519E0
1.724813485E1,-1.091920808E-1,-1.600465775E-1,6.699048519E0
1.725054683E1,-1.091920808E-1,-1.600465775E-1,6.699048519E0
1.725295875E1,-1.067486182E-1,-1.588248461E-1,6.696605206E0
1.725537073E1,-1.055268943E-1,-1.576031148E-1,6.697826862E0
1.725778271E1,-1.067486182E-1,-1.551596522E-1,6.696605206E0
1.726019469E1,-1.067486182E-1,-1.551596522E-1,6.697826862E0
1.726260662E1,-1.079703495E-1,-1.539379209E-1,6.696605206E0
1.726501860E1,-1.067486182E-1,-1.527161896E-1,6.694161892E0
1.726743058E1,-1.067486182E-1,-1.514944583E-1,6.695383549E0
1.726984256E1,-1.079703495E-1,-1.502727419E-1,6.692939758E0
1.727225448E1,-1.079703495E-1,-1.514944583E-1,6.694161892E0
1.727466646E1,-1.067486182E-1,-1.514944583E-1,6.691718102E0
1.727707844E1,-1.079703495E-1,-1.502727419E-1,6.692939758E0
1.727949042E1,-1.079703495E-1,-1.502727419E-1,6.691718102E0
1.728190235E1,-1.104138121E-1,-1.490510106E-1,6.690496445E0
1.728431433E1,-1.079703495E-1,-1.478292793E-1,6.691718102E0
1.728672631E1,-1.104138121E-1,-1.490510106E-1,6.689274788E0
1.728913823E1,-1.104138121E-1,-1.502727419E-1,6.690496445E0
1.729155021E1,-1.104138121E-1,-1.490510106E-1,6.689274788E0
1.729396219E1,-1.091920808E-1,-1.490510106E-1,6.689274788E0
1.729637417E1,-1.116355360E-1,-1.514944583E-1,6.686831474E0
1.729878615E1,-1.116355360E-1,-1.527161896E-1,6.688053131E0
1.730119808E1,-1.128572673E-1,-1.527161896E-1,6.685609341E0
1.730361006E1,-1.104138121E-1,-1.514944583E-1,6.685609341E0
1.730602204E1,-1.128572673E-1,-1.527161896E-1,6.683166027E0
1.730843396E1,-1.128572673E-1,-1.514944583E-1,6.683166027E0
1.731084594E1,-1.140789986E-1,-1.527161896E-1,6.683166027E0
1.731325792E1,-1.128572673E-1,-1.514944583E-1,6.683166027E0
1.731566990E1,-1.128572673E-1,-1.527161896E-1,6.681944370E0
1.731808183E1,-1.128572673E-1,-1.514944583E-1,6.681944370E0
1.732049381E1,-1.140789986E-1,-1.527161896E-1,6.680722713E0
1.732290573E1,-1.153007299E-1,-1.539379209E-1,6.679501057E0
1.732531776E1,-1.153007299E-1,-1.539379209E-1,6.678279400E0
1.732772969E1,-1.153007299E-1,-1.551596522E-1,6.678279400E0
1.733014167E1,-1.165224537E-1,-1.551596522E-1,6.678279400E0
1.733255365E1,-1.153007299E-1,-1.551596522E-1,6.677057266E0
1.733496563E1,-1.140789986E-1,-1.551596522E-1,6.677057266E0
1.733737756E1,-1.128572673E-1,-1.539379209E-1,6.674613953E0
1.733978954E1,-1.128572673E-1,-1.514944583E-1,6.675835609E0
1.734220152E1,-1.140789986E-1,-1.527161896E-1,6.674613953E0
1.734461344E1,-1.153007299E-1,-1.539379209E-1,6.674613953E0
1.734702542E1,-1.140789986E-1,-1.527161896E-1,6.672170639E0
1.734943740E1,-1.165224537E-1,-1.539379209E-1,6.672170639E0
1.735184938E1,-1.165224537E-1,-1.539379209E-1,6.670948982E0
1.735426131E1,-1.165224537E-1,-1.551596522E-1,6.670948982E0
1.735667329E1,-1.177441850E-1,-1.576031148E-1,6.669727325E0
1.735908526E1,-1.177441850E-1,-1.563813835E-1,6.668505192E0
1.736149724E1,-1.153007299E-1,-1.576031148E-1,6.668505192E0
1.736390917E1,-1.165224537E-1,-1.600465775E-1,6.668505192E0
1.736632115E1,-1.177441850E-1,-1.600465775E-1,6.666061878E0
1.736873313E1,-1.165224537E-1,-1.612683088E-1,6.667283535E0
1.737114511E1,-1.165224537E-1,-1.600465775E-1,6.666061878E0
1.737355704E1,-1.177441850E-1,-1.612683088E-1,6.667283535E0
1.737596902E1,-1.165224537E-1,-1.637117565E-1,6.664840221E0
1.737838099E1,-1.153007299E-1,-1.649334878E-1,6.664840221E0
1.738079297E1,-1.153007299E-1,-1.649334878E-1,6.664840221E0
1.738320490E1,-1.165224537E-1,-1.661552191E-1,6.663618565E0
1.738561688E1,-1.140789986E-1,-1.661552191E-1,6.662396908E0
1.738802886E1,-1.153007299E-1,-1.685986817E-1,6.662396908E0
1.739044084E1,-1.153007299E-1,-1.685986817E-1,6.662396908E0
1.739285276E1,-1.153007299E-1,-1.673769504E-1,6.662396908E0
1.739526474E1,-1.128572673E-1,-1.673769504E-1,6.661174774E0
1.739767672E1,-1.153007299E-1,-1.673769504E-1,6.659953117E0
1.740008870E1,-1.140789986E-1,-1.673769504E-1,6.658731461E0
1.740250063E1,-1.140789986E-1,-1.685986817E-1,6.658731461E0
1.740491261E1,-1.128572673E-1,-1.661552191E-1,6.658731461E0
1.740732459E1,-1.116355360E-1,-1.637117565E-1,6.656288147E0
1.740973652E1,-1.128572673E-1,-1.624900252E-1,6.656288147E0
1.741214849E1,-1.140789986E-1,-1.612683088E-1,6.656288147E0
1.741456047E1,-1.116355360E-1,-1.600465775E-1,6.656288147E0
1.741697245E1,-1.128572673E-1,-1.576031148E-1,6.655066490E0
1.741938438E1,-1.116355360E-1,-1.563813835E-1,6.655066490E0
1.742179636E1,-1.116355360E-1,-1.539379209E-1,6.655066490E0
1.742420834E1,-1.128572673E-1,-1.563813835E-1,6.652622700E0
1.742662032E1,-1.116355360E-1,-1.539379209E-1,6.652622700E0
1.742903224E1,-1.104138121E-1,-1.514944583E-1,6.651401043E0
1.743144422E1,-1.128572673E-1,-1.514944583E-1,6.650179386E0
1.743385620E1,-1.104138121E-1,-1.490510106E-1,6.650179386E0
1.743626813E1,-1.116355360E-1,-1.478292793E-1,6.648957729E0
1.743868011E1,-1.116355360E-1,-1.478292793E-1,6.650179386E0
1.744109209E1,-1.116355360E-1,-1.453858167E-1,6.646514416E0
1.744350407E1,-1.104138121E-1,-1.466075480E-1,6.646514416E0
1.744591605E1,-1.104138121E-1,-1.453858167E-1,6.648957729E0
1.744832797E1,-1.128572673E-1,-1.466075480E-1,6.647736073E0
1.745073995E1,-1.116355360E-1,-1.453858167E-1,6.646514416E0
1.745315193E1,-1.116355360E-1,-1.453858167E-1,6.645292282E0
1.745556391E1,-1.104138121E-1,-1.441640854E-1,6.646514416E0
1.745797584E1,-1.128572673E-1,-1.453858167E-1,6.644070625E0
1.746038782E1,-1.104138121E-1,-1.453858167E-1,6.644070625E0
1.746279980E1,-1.128572673E-1,-1.441640854E-1,6.644070625E0
1.746521172E1,-1.140789986E-1,-1.441640854E-1,6.642848969E0
1.746762370E1,-1.116355360E-1,-1.429423541E-1,6.642848969E0
1.747003568E1,-1.116355360E-1,-1.453858167E-1,6.641627312E0
1.747244766E1,-1.116355360E-1,-1.490510106E-1,6.640405655E0
1.747485964E1,-1.116355360E-1,-1.490510106E-1,6.640405655E0
1.747727157E1,-1.128572673E-1,-1.502727419E-1,6.639183998E0
1.747968355E1,-1.128572673E-1,-1.502727419E-1,6.639183998E0
1.748209553E1,-1.128572673E-1,-1.502727419E-1,6.639183998E0
1.748450745E1,-1.128572673E-1,-1.514944583E-1,6.637962341E0
1.748691943E1,-1.140789986E-1,-1.551596522E-1,6.636740208E0
1.748933141E1,-1.128572673E-1,-1.539379209E-1,6.635518551E0
1.749174339E1,-1.128572673E-1,-1.539379209E-1,6.634296894E0
1.749415532E1,-1.104138121E-1,-1.539379209E-1,6.635518551E0
1.749656730E1,-1.128572673E-1,-1.551596522E-1,6.634296894E0
1.749897928E1,-1.128572673E-1,-1.539379209E-1,6.634296894E0
1.750139125E1,-1.116355360E-1,-1.551596522E-1,6.633075237E0
1.750380318E1,-1.116355360E-1,-1.563813835E-1,6.631853580E0
1.750621516E1,-1.116355360E-1,-1.551596522E-1,6.631853580E0
1.750862714E1,-1.128572673E-1,-1.576031148E-1,6.631853580E0
1.751103912E1,-1.153007299E-1,-1.576031148E-1,6.629409790E0
1.751345105E1,-1.140789986E-1,-1.576031148E-1,6.630631924E0
1.751586302E1,-1.153007299E-1,-1.588248461E-1,6.628188133E0
1.751827500E1,-1.140789986E-1,-1.576031148E-1,6.628188133E0
1.752068698E1,-1.140789986E-1,-1.588248461E-1,6.626966476E0
1.752309891E1,-1.128572673E-1,-1.588248461E-1,6.626966476E0
1.752551089E1,-1.116355360E-1,-1.563813835E-1,6.625744820E0
1.752792287E1,-1.104138121E-1,-1.527161896E-1,6.624523163E0
1.753033480E1,-1.128572673E-1,-1.490510106E-1,6.623301506E0
1.753274678E1,-1.128572673E-1,-1.502727419E-1,6.623301506E0
1.753515875E1,-1.153007299E-1,-1.527161896E-1,6.623301506E0
1.753757073E1,-1.153007299E-1,-1.527161896E-1,6.620857716E0
1.753998266E1,-1.177441850E-1,-1.527161896E-1,6.620857716E0
1.754239464E1,-1.165224537E-1,-1.551596522E-1,6.619636059E0
1.754480662E1,-1.153007299E-1,-1.551596522E-1,6.619636059E0
1.754721860E1,-1.140789986E-1,-1.539379209E-1,6.619636059E0
1.754963052E1,-1.128572673E-1,-1.563813835E-1,6.618414402E0
1.755204245E1,-1.153007299E-1,-1.551596522E-1,6.619636059E0
1.755445448E1,-1.165224537E-1,-1.551596522E-1,6.618414402E0
1.755686641E1,-1.189659163E-1,-1.563813835E-1,6.617192745E0
1.755927839E1,-1.189659163E-1,-1.588248461E-1,6.617192745E0
1.756169037E1,-1.189659163E-1,-1.600465775E-1,6.615971088E0
1.756410235E1,-1.177441850E-1,-1.612683088E-1,6.613527298E0
1.756651428E1,-1.189659163E-1,-1.624900252E-1,6.613527298E0
1.756892625E1,-1.177441850E-1,-1.624900252E-1,6.614749432E0
1.757133823E1,-1.177441850E-1,-1.649334878E-1,6.613527298E0
1.757375021E1,-1.165224537E-1,-1.637117565E-1,6.612305641E0
1.757616219E1,-1.177441850E-1,-1.661552191E-1,6.611083984E0
1.757857412E1,-1.140789986E-1,-1.661552191E-1,6.609862328E0
1.758098610E1,-1.153007299E-1,-1.649334878E-1,6.609862328E0
1.758339808E1,-1.140789986E-1,-1.637117565E-1,6.609862328E0
1.758581000E1,-1.128572673E-1,-1.637117565E-1,6.608640671E0
1.758822198E1,-1.128572673E-1,-1.637117565E-1,6.607419014E0
1.759063396E1,-1.128572673E-1,-1.637117565E-1,6.608640671E0
1.759304594E1,-1.128572673E-1,-1.624900252E-1,6.606197357E0
1.759545787E1,-1.104138121E-1,-1.612683088E-1,6.607419014E0
1.759786985E1,-1.104138121E-1,-1.624900252E-1,6.607419014E0
1.760028183E1,-1.104138121E-1,-1.612683088E-1,6.606197357E0
1.760269381E1,-1.116355360E-1,-1.588248461E-1,6.602531910E0
1.760510573E1,-1.104138121E-1,-1.576031148E-1,6.603753567E0
1.760751771E1,-1.104138121E-1,-1.588248461E-1,6.602531910E0
1.760992969E1,-1.104138121E-1,-1.563813835E-1,6.603753567E0
1.761234167E1,-1.079703495E-1,-1.576031148E-1,6.602531910E0
1.761475360E1,-1.091920808E-1,-1.551596522E-1,6.602531910E0
1.761716558E1,-1.079703495E-1,-1.551596522E-1,6.601310253E0
1.761957756E1,-1.079703495E-1,-1.527161896E-1,6.600088596E0
1.762198954E1,-1.091920808E-1,-1.514944583E-1,6.598866940E0
1.762440146E1,-1.091920808E-1,-1.514944583E-1,6.600088596E0
1.762681344E1,-1.091920808E-1,-1.490510106E-1,6.597645283E0
1.762922542E1,-1.091920808E-1,-1.466075480E-1,6.596423149E0
1.763163740E1,-1.091920808E-1,-1.478292793E-1,6.597645283E0
1.763404933E1,-1.091920808E-1,-1.466075480E-1,6.597645283E0
1.763646131E1,-1.091920808E-1,-1.478292793E-1,6.596423149E0
